State_Name,Season,Crop,Area,Production
Andhra Pradesh,Rabi       ,Rice,12475.0,36764.0
Andhra Pradesh,Rabi       ,Urad,3323.0,2599.0
Andhra Pradesh,Whole Year ,Banana,2128.0,45722.0
Andhra Pradesh,Whole Year ,Coconut ,52.0,421974.0
Andhra Pradesh,Kharif     ,Arhar/Tur,34000.0,22000.0
Andhra Pradesh,Kharif     ,Cotton(lint),29000.0,48000.0
Andhra Pradesh,Kharif     ,Maize,18000.0,104000.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),9000.0,6000.0
Andhra Pradesh,Kharif     ,Rice,90000.0,332000.0
Andhra Pradesh,Kharif     ,Urad,8000.0,5000.0
Andhra Pradesh,Rabi       ,Gram,236000.0,412000.0
Andhra Pradesh,Rabi       ,Maize,2000.0,16000.0
Andhra Pradesh,Rabi       ,Rice,19000.0,51000.0
Andhra Pradesh,Rabi       ,Urad,2000.0,1000.0
Andhra Pradesh,Kharif     ,Arhar/Tur,30259.0,10470.0
Andhra Pradesh,Kharif     ,Cotton(lint),23397.0,42803.0
Andhra Pradesh,Kharif     ,Maize,17806.0,90454.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),926.0,361.0
Andhra Pradesh,Kharif     ,Rice,84066.0,279856.0
Andhra Pradesh,Kharif     ,Urad,1133.0,411.0
Andhra Pradesh,Rabi       ,Arhar/Tur,162.0,56.0
Andhra Pradesh,Rabi       ,Gram,224086.0,327390.0
Andhra Pradesh,Rabi       ,Maize,3512.0,31011.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),63.0,21.0
Andhra Pradesh,Rabi       ,Rice,27383.0,97073.0
Andhra Pradesh,Rabi       ,Urad,988.0,662.0
Andhra Pradesh,Whole Year ,Banana,2227.0,59036.0
Andhra Pradesh,Whole Year ,Coconut ,71.0,646668.0
Andhra Pradesh,Kharif     ,Arhar/Tur,30703.0,15720.0
Andhra Pradesh,Kharif     ,Cotton(lint),36070.0,52620.0
Andhra Pradesh,Kharif     ,Maize,10824.0,29008.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),1758.0,450.0
Andhra Pradesh,Kharif     ,Rice,81908.0,256454.0
Andhra Pradesh,Kharif     ,Urad,3102.0,915.0
Andhra Pradesh,Rabi       ,Arhar/Tur,3257.0,1668.0
Andhra Pradesh,Rabi       ,Gram,239387.0,335860.0
Andhra Pradesh,Rabi       ,Maize,4191.0,30636.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),370.0,148.0
Andhra Pradesh,Rabi       ,Rice,44772.0,157911.0
Andhra Pradesh,Rabi       ,Urad,3468.0,2566.0
Andhra Pradesh,Whole Year ,Banana,2253.0,55933.0
Andhra Pradesh,Whole Year ,Coconut ,49.0,289755.0
Andhra Pradesh,Kharif     ,Arhar/Tur,68092.0,29075.0
Andhra Pradesh,Kharif     ,Cotton(lint),54003.0,111375.0
Andhra Pradesh,Kharif     ,Maize,14588.0,78498.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),6683.0,2119.0
Andhra Pradesh,Kharif     ,Rice,104110.0,291475.0
Andhra Pradesh,Kharif     ,Urad,8143.0,3436.0
Andhra Pradesh,Rabi       ,Arhar/Tur,2081.0,889.0
Andhra Pradesh,Rabi       ,Gram,217475.0,265102.0
Andhra Pradesh,Rabi       ,Maize,5551.0,50608.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),1525.0,535.0
Andhra Pradesh,Rabi       ,Rice,32967.0,105626.0
Andhra Pradesh,Rabi       ,Urad,13373.0,7141.0
Andhra Pradesh,Whole Year ,Banana,2018.0,54942.0
Andhra Pradesh,Kharif     ,Arhar/Tur,48261.0,12789.0
Andhra Pradesh,Kharif     ,Cotton(lint),97242.0,122387.0
Andhra Pradesh,Kharif     ,Maize,21650.0,92705.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),1284.0,824.0
Andhra Pradesh,Kharif     ,Rice,91984.0,333882.0
Andhra Pradesh,Kharif     ,Urad,3657.0,1949.0
Andhra Pradesh,Rabi       ,Arhar/Tur,760.0,201.0
Andhra Pradesh,Rabi       ,Gram,201034.0,153188.0
Andhra Pradesh,Rabi       ,Maize,7852.0,60924.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),1518.0,906.0
Andhra Pradesh,Rabi       ,Rice,14738.0,46042.0
Andhra Pradesh,Rabi       ,Urad,8925.0,6256.0
Andhra Pradesh,Whole Year ,Banana,612.0,18621.0
Andhra Pradesh,Whole Year ,Coconut ,15.0,119280.0
Andhra Pradesh,Kharif     ,Arhar/Tur,49734.0,24121.0
Andhra Pradesh,Kharif     ,Cotton(lint),154899.0,175856.0
Andhra Pradesh,Kharif     ,Grapes,1.0,18.0
Andhra Pradesh,Kharif     ,Maize,33567.0,162162.0
Andhra Pradesh,Kharif     ,Mango,3352.0,30765.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),1357.0,750.0
Andhra Pradesh,Kharif     ,Papaya,107.0,11656.0
Andhra Pradesh,Kharif     ,Pome Granet,47.0,630.0
Andhra Pradesh,Kharif     ,Rice,72625.0,276774.0
Andhra Pradesh,Kharif     ,Urad,3370.0,3185.0
Andhra Pradesh,Rabi       ,Arhar/Tur,689.0,334.0
Andhra Pradesh,Rabi       ,Cotton(lint),95.0,108.0
Andhra Pradesh,Rabi       ,Gram,218223.0,231971.0
Andhra Pradesh,Rabi       ,Maize,8739.0,61925.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),889.0,600.0
Andhra Pradesh,Rabi       ,Rice,16840.0,60102.0
Andhra Pradesh,Rabi       ,Urad,4966.0,7307.0
Andhra Pradesh,Whole Year ,Coconut ,16.0,138000.0
Andhra Pradesh,Kharif     ,Arhar/Tur,42964.0,17959.0
Andhra Pradesh,Kharif     ,Cotton(lint),203835.0,679850.0
Andhra Pradesh,Kharif     ,Grapes,5.0,91.0
Andhra Pradesh,Kharif     ,Maize,38761.0,212333.0
Andhra Pradesh,Kharif     ,Mango,3279.0,28101.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),1261.0,1400.0
Andhra Pradesh,Kharif     ,Papaya,77.0,7538.0
Andhra Pradesh,Kharif     ,Pome Granet,35.0,505.0
Andhra Pradesh,Kharif     ,Rice,92596.0,340383.0
Andhra Pradesh,Kharif     ,Urad,2248.0,2091.0
Andhra Pradesh,Rabi       ,Arhar/Tur,531.0,222.0
Andhra Pradesh,Rabi       ,Cotton(lint),179.0,597.0
Andhra Pradesh,Rabi       ,Gram,201345.0,277856.0
Andhra Pradesh,Rabi       ,Maize,13120.0,97796.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),785.0,491.0
Andhra Pradesh,Rabi       ,Rice,32298.0,118017.0
Andhra Pradesh,Rabi       ,Urad,2551.0,2005.0
Andhra Pradesh,Whole Year ,Banana,1632.0,51539.0
Andhra Pradesh,Whole Year ,Coconut ,8.0,58000.0
Andhra Pradesh,Kharif     ,Arhar/Tur,43233.0,18460.0
Andhra Pradesh,Kharif     ,Cotton(lint),306058.0,809620.0
Andhra Pradesh,Kharif     ,Grapes,5.0,115.0
Andhra Pradesh,Kharif     ,Maize,38554.0,138717.0
Andhra Pradesh,Kharif     ,Mango,3446.0,21675.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),1604.0,1978.0
Andhra Pradesh,Kharif     ,Papaya,165.0,12990.0
Andhra Pradesh,Kharif     ,Pome Granet,84.0,870.0
Andhra Pradesh,Kharif     ,Rice,91569.0,361514.0
Andhra Pradesh,Kharif     ,Urad,2383.0,3160.0
Andhra Pradesh,Rabi       ,Arhar/Tur,496.0,212.0
Andhra Pradesh,Rabi       ,Cotton(lint),2.0,6.0
Andhra Pradesh,Rabi       ,Gram,143877.0,190205.0
Andhra Pradesh,Rabi       ,Maize,7612.0,47347.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),1862.0,1527.0
Andhra Pradesh,Rabi       ,Papaya,5.0,394.0
Andhra Pradesh,Rabi       ,Rice,23329.0,82748.0
Andhra Pradesh,Rabi       ,Urad,8785.0,17131.0
Andhra Pradesh,Whole Year ,Coconut ,8.0,67000.0
Andhra Pradesh,Whole Year ,Rice,114898.0,444262.0
Andhra Pradesh,Kharif     ,Arhar/Tur,34700.0,2200.0
Andhra Pradesh,Kharif     ,Cotton(lint),39900.0,47500.0
Andhra Pradesh,Kharif     ,Maize,1800.0,8100.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),6000.0,2300.0
Andhra Pradesh,Kharif     ,Rice,62000.0,124300.0
Andhra Pradesh,Kharif     ,Urad,800.0,100.0
Andhra Pradesh,Rabi       ,Gram,15100.0,7400.0
Andhra Pradesh,Rabi       ,Maize,4700.0,17600.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),4700.0,2000.0
Andhra Pradesh,Rabi       ,Rice,74200.0,222100.0
Andhra Pradesh,Rabi       ,Urad,22200.0,7500.0
Andhra Pradesh,Kharif     ,Arhar/Tur,46900.0,29900.0
Andhra Pradesh,Kharif     ,Cotton(lint),62800.0,82400.0
Andhra Pradesh,Kharif     ,Maize,4500.0,13800.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),13100.0,8200.0
Andhra Pradesh,Kharif     ,Rice,72100.0,206700.0
Andhra Pradesh,Kharif     ,Urad,400.0,300.0
Andhra Pradesh,Rabi       ,Arhar/Tur,700.0,500.0
Andhra Pradesh,Rabi       ,Gram,13000.0,25400.0
Andhra Pradesh,Rabi       ,Maize,1200.0,5800.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),3200.0,2600.0
Andhra Pradesh,Rabi       ,Rice,73800.0,248900.0
Andhra Pradesh,Rabi       ,Urad,11900.0,6900.0
Andhra Pradesh,Kharif     ,Cotton(lint),41514.0,45665.0
Andhra Pradesh,Kharif     ,Maize,7137.0,29383.0
Andhra Pradesh,Kharif     ,Masoor,56326.0,15490.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),12857.0,9128.0
Andhra Pradesh,Kharif     ,Rice,70189.0,190583.0
Andhra Pradesh,Kharif     ,Urad,1225.0,747.0
Andhra Pradesh,Rabi       ,Gram,16875.0,18765.0
Andhra Pradesh,Rabi       ,Maize,3288.0,15917.0
Andhra Pradesh,Rabi       ,Masoor,522.0,144.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),5569.0,980.0
Andhra Pradesh,Rabi       ,Rice,54885.0,129541.0
Andhra Pradesh,Rabi       ,Urad,20019.0,6506.0
Andhra Pradesh,Kharif     ,Arhar/Tur,95553.0,60198.0
Andhra Pradesh,Kharif     ,Cotton(lint),47128.0,61544.0
Andhra Pradesh,Kharif     ,Gram,61.0,145.0
Andhra Pradesh,Kharif     ,Maize,12141.0,42093.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),30049.0,12170.0
Andhra Pradesh,Kharif     ,Rice,50601.0,156559.0
Andhra Pradesh,Kharif     ,Urad,3130.0,185.0
Andhra Pradesh,Rabi       ,Arhar/Tur,420.0,265.0
Andhra Pradesh,Rabi       ,Gram,33531.0,79737.0
Andhra Pradesh,Rabi       ,Maize,3137.0,16890.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),3199.0,2514.0
Andhra Pradesh,Rabi       ,Rice,96893.0,316840.0
Andhra Pradesh,Rabi       ,Urad,35024.0,29350.0
Andhra Pradesh,Whole Year ,Banana,615.0,12085.0
Andhra Pradesh,Whole Year ,Coconut ,209.0,2240700.0
Andhra Pradesh,Kharif     ,Arhar/Tur,60581.0,29139.0
Andhra Pradesh,Kharif     ,Cotton(lint),37624.0,62633.0
Andhra Pradesh,Kharif     ,Maize,6257.0,27543.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),7918.0,2629.0
Andhra Pradesh,Kharif     ,Rice,40841.0,134204.0
Andhra Pradesh,Kharif     ,Urad,2258.0,815.0
Andhra Pradesh,Rabi       ,Arhar/Tur,667.0,321.0
Andhra Pradesh,Rabi       ,Gram,43496.0,81512.0
Andhra Pradesh,Rabi       ,Maize,2872.0,18705.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),3786.0,2862.0
Andhra Pradesh,Rabi       ,Rice,106540.0,385888.0
Andhra Pradesh,Rabi       ,Urad,35628.0,20237.0
Andhra Pradesh,Whole Year ,Banana,511.0,8370.0
Andhra Pradesh,Whole Year ,Coconut ,202.0,2195568.0
Andhra Pradesh,Kharif     ,Arhar/Tur,54781.0,12271.0
Andhra Pradesh,Kharif     ,Cotton(lint),24364.0,28377.0
Andhra Pradesh,Kharif     ,Maize,6448.0,168.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),25955.0,1376.0
Andhra Pradesh,Kharif     ,Rice,19256.0,46927.0
Andhra Pradesh,Kharif     ,Urad,1144.0,59.0
Andhra Pradesh,Rabi       ,Arhar/Tur,650.0,146.0
Andhra Pradesh,Rabi       ,Gram,67372.0,88325.0
Andhra Pradesh,Rabi       ,Maize,2230.0,11538.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),2115.0,224.0
Andhra Pradesh,Rabi       ,Rice,46223.0,104325.0
Andhra Pradesh,Rabi       ,Urad,53538.0,17293.0
Andhra Pradesh,Whole Year ,Banana,538.0,10429.0
Andhra Pradesh,Whole Year ,Coconut ,202.0,2267460.0
Andhra Pradesh,Whole Year ,Mango,5235.0,16046.0
Andhra Pradesh,Whole Year ,Orange,10581.0,187420.0
Andhra Pradesh,Whole Year ,Other Fresh Fruits,3069.0,11606.0
Andhra Pradesh,Whole Year ,Papaya,721.0,94052.0
Andhra Pradesh,Kharif     ,Arhar/Tur,78397.0,27125.0
Andhra Pradesh,Kharif     ,Cotton(lint),35815.0,60675.0
Andhra Pradesh,Kharif     ,Maize,8664.0,14278.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),34776.0,21805.0
Andhra Pradesh,Kharif     ,Rice,14621.0,41992.0
Andhra Pradesh,Kharif     ,Urad,932.0,574.0
Andhra Pradesh,Rabi       ,Arhar/Tur,398.0,138.0
Andhra Pradesh,Rabi       ,Gram,78451.0,140427.0
Andhra Pradesh,Rabi       ,Maize,1538.0,9142.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),704.0,364.0
Andhra Pradesh,Rabi       ,Rice,31497.0,79278.0
Andhra Pradesh,Rabi       ,Urad,15531.0,13357.0
Andhra Pradesh,Whole Year ,Banana,82.0,794.0
Andhra Pradesh,Whole Year ,Coconut ,200.0,2369640.0
Andhra Pradesh,Whole Year ,Mango,5518.0,15192.0
Andhra Pradesh,Whole Year ,Orange,13608.0,204728.0
Andhra Pradesh,Whole Year ,Other Fresh Fruits,2772.0,12008.0
Andhra Pradesh,Whole Year ,Papaya,160.0,14530.0
Andhra Pradesh,Kharif     ,Arhar/Tur,80029.0,45456.0
Andhra Pradesh,Kharif     ,Cotton(lint),42618.0,57660.0
Andhra Pradesh,Kharif     ,Maize,6393.0,8145.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),23256.0,5698.0
Andhra Pradesh,Kharif     ,Rice,27435.0,95446.0
Andhra Pradesh,Kharif     ,Urad,997.0,481.0
Andhra Pradesh,Rabi       ,Arhar/Tur,68.0,39.0
Andhra Pradesh,Rabi       ,Gram,72599.0,110859.0
Andhra Pradesh,Rabi       ,Maize,2906.0,13940.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),281.0,114.0
Andhra Pradesh,Rabi       ,Rice,66134.0,220491.0
Andhra Pradesh,Rabi       ,Urad,10834.0,5569.0
Andhra Pradesh,Whole Year ,Banana,89.0,1793.0
Andhra Pradesh,Whole Year ,Coconut ,202.0,2373274.0
Andhra Pradesh,Kharif     ,Arhar/Tur,81126.0,42024.0
Andhra Pradesh,Kharif     ,Cotton(lint),20988.0,32717.0
Andhra Pradesh,Kharif     ,Maize,2860.0,9058.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),10316.0,6427.0
Andhra Pradesh,Kharif     ,Rice,54390.0,144351.0
Andhra Pradesh,Kharif     ,Urad,2478.0,852.0
Andhra Pradesh,Rabi       ,Gram,90384.0,175616.0
Andhra Pradesh,Rabi       ,Maize,3134.0,20778.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),434.0,279.0
Andhra Pradesh,Rabi       ,Rice,95020.0,340932.0
Andhra Pradesh,Rabi       ,Urad,11919.0,5316.0
Andhra Pradesh,Whole Year ,Banana,90.0,1510.0
Andhra Pradesh,Whole Year ,Coconut ,123.0,1077384.0
Andhra Pradesh,Kharif     ,Arhar/Tur,34603.0,9377.0
Andhra Pradesh,Kharif     ,Cotton(lint),20156.0,40786.0
Andhra Pradesh,Kharif     ,Maize,737.0,2314.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),13923.0,4316.0
Andhra Pradesh,Kharif     ,Rice,41191.0,124809.0
Andhra Pradesh,Kharif     ,Urad,1698.0,650.0
Andhra Pradesh,Rabi       ,Arhar/Tur,76.0,21.0
Andhra Pradesh,Rabi       ,Gram,104508.0,203582.0
Andhra Pradesh,Rabi       ,Maize,2728.0,17216.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),591.0,258.0
Andhra Pradesh,Rabi       ,Rice,79875.0,297215.0
Andhra Pradesh,Rabi       ,Urad,16436.0,11637.0
Andhra Pradesh,Whole Year ,Banana,95.0,1890.0
Andhra Pradesh,Whole Year ,Coconut ,100.0,1287287.0
Andhra Pradesh,Kharif     ,Arhar/Tur,82000.0,64000.0
Andhra Pradesh,Kharif     ,Cotton(lint),24000.0,71000.0
Andhra Pradesh,Kharif     ,Maize,1000.0,3000.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),26000.0,11000.0
Andhra Pradesh,Kharif     ,Rice,47000.0,173000.0
Andhra Pradesh,Kharif     ,Urad,3000.0,2000.0
Andhra Pradesh,Rabi       ,Gram,105000.0,135000.0
Andhra Pradesh,Rabi       ,Maize,4000.0,21000.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),2000.0,1000.0
Andhra Pradesh,Rabi       ,Rice,80000.0,287000.0
Andhra Pradesh,Rabi       ,Urad,13000.0,11000.0
Andhra Pradesh,Kharif     ,Arhar/Tur,68331.0,19884.0
Andhra Pradesh,Kharif     ,Cotton(lint),40781.0,131459.0
Andhra Pradesh,Kharif     ,Maize,1401.0,6226.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),2948.0,2821.0
Andhra Pradesh,Kharif     ,Rice,47434.0,167774.0
Andhra Pradesh,Kharif     ,Urad,3336.0,1211.0
Andhra Pradesh,Rabi       ,Arhar/Tur,5.0,1.0
Andhra Pradesh,Rabi       ,Gram,93681.0,164972.0
Andhra Pradesh,Rabi       ,Maize,5743.0,30289.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),202.0,153.0
Andhra Pradesh,Rabi       ,Rice,83957.0,314503.0
Andhra Pradesh,Rabi       ,Urad,8815.0,5747.0
Andhra Pradesh,Whole Year ,Banana,452.0,9320.0
Andhra Pradesh,Whole Year ,Coconut ,63.0,577778.0
Andhra Pradesh,Kharif     ,Arhar/Tur,49762.0,24981.0
Andhra Pradesh,Kharif     ,Cotton(lint),32960.0,93645.0
Andhra Pradesh,Kharif     ,Maize,244.0,605.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),2371.0,1034.0
Andhra Pradesh,Kharif     ,Rice,32959.0,117730.0
Andhra Pradesh,Kharif     ,Urad,2919.0,861.0
Andhra Pradesh,Rabi       ,Arhar/Tur,189.0,95.0
Andhra Pradesh,Rabi       ,Gram,94477.0,161650.0
Andhra Pradesh,Rabi       ,Maize,5586.0,46861.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),746.0,454.0
Andhra Pradesh,Rabi       ,Rice,96240.0,371390.0
Andhra Pradesh,Rabi       ,Urad,8835.0,5186.0
Andhra Pradesh,Whole Year ,Banana,382.0,8794.0
Andhra Pradesh,Whole Year ,Coconut ,61.0,684360.0
Andhra Pradesh,Kharif     ,Arhar/Tur,87971.0,30174.0
Andhra Pradesh,Kharif     ,Cotton(lint),51421.0,115063.0
Andhra Pradesh,Kharif     ,Maize,260.0,1460.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),26840.0,7005.0
Andhra Pradesh,Kharif     ,Rice,48878.0,143300.0
Andhra Pradesh,Kharif     ,Urad,2352.0,993.0
Andhra Pradesh,Rabi       ,Gram,73323.0,123549.0
Andhra Pradesh,Rabi       ,Maize,8734.0,73139.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),1507.0,960.0
Andhra Pradesh,Rabi       ,Rice,107903.0,376150.0
Andhra Pradesh,Rabi       ,Urad,16883.0,6365.0
Andhra Pradesh,Whole Year ,Banana,292.0,7444.0
Andhra Pradesh,Kharif     ,Arhar/Tur,38173.0,12444.0
Andhra Pradesh,Kharif     ,Cotton(lint),57941.0,140142.0
Andhra Pradesh,Kharif     ,Maize,587.0,2629.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),3141.0,1219.0
Andhra Pradesh,Kharif     ,Rice,39122.0,134932.0
Andhra Pradesh,Kharif     ,Urad,2306.0,1155.0
Andhra Pradesh,Rabi       ,Gram,94684.0,138996.0
Andhra Pradesh,Rabi       ,Maize,12951.0,100642.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),916.0,432.0
Andhra Pradesh,Rabi       ,Rice,79396.0,292098.0
Andhra Pradesh,Rabi       ,Urad,26175.0,11517.0
Andhra Pradesh,Whole Year ,Banana,430.0,11455.0
Andhra Pradesh,Whole Year ,Coconut ,47.0,655424.0
Andhra Pradesh,Kharif     ,Arhar/Tur,56606.0,37700.0
Andhra Pradesh,Kharif     ,Cotton(lint),63206.0,195939.0
Andhra Pradesh,Kharif     ,Maize,1604.0,8937.0
Andhra Pradesh,Kharif     ,Mango,6088.0,46957.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),2655.0,879.0
Andhra Pradesh,Kharif     ,Papaya,1290.0,173044.0
Andhra Pradesh,Kharif     ,Rice,17820.0,64027.0
Andhra Pradesh,Kharif     ,Urad,3367.0,2384.0
Andhra Pradesh,Rabi       ,Arhar/Tur,20.0,13.0
Andhra Pradesh,Rabi       ,Cotton(lint),3838.0,11898.0
Andhra Pradesh,Rabi       ,Gram,112135.0,209468.0
Andhra Pradesh,Rabi       ,Maize,19797.0,125355.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),446.0,150.0
Andhra Pradesh,Rabi       ,Rice,33942.0,125959.0
Andhra Pradesh,Rabi       ,Urad,23319.0,18497.0
Andhra Pradesh,Whole Year ,Coconut ,39.0,666000.0
Andhra Pradesh,Kharif     ,Arhar/Tur,53584.0,48922.0
Andhra Pradesh,Kharif     ,Cotton(lint),82988.0,276301.0
Andhra Pradesh,Kharif     ,Maize,3012.0,13006.0
Andhra Pradesh,Kharif     ,Mango,6433.0,48061.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),3696.0,1460.0
Andhra Pradesh,Kharif     ,Papaya,918.0,120534.0
Andhra Pradesh,Kharif     ,Rice,58034.0,213391.0
Andhra Pradesh,Kharif     ,Urad,1600.0,1000.0
Andhra Pradesh,Rabi       ,Arhar/Tur,45.0,41.0
Andhra Pradesh,Rabi       ,Cotton(lint),1352.0,4501.0
Andhra Pradesh,Rabi       ,Gram,69465.0,135109.0
Andhra Pradesh,Rabi       ,Maize,20101.0,161351.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),688.0,588.0
Andhra Pradesh,Rabi       ,Rice,80544.0,318874.0
Andhra Pradesh,Rabi       ,Urad,11518.0,9491.0
Andhra Pradesh,Whole Year ,Banana,487.0,9561.0
Andhra Pradesh,Whole Year ,Coconut ,39.0,646000.0
Andhra Pradesh,Kharif     ,Arhar/Tur,43123.0,30962.0
Andhra Pradesh,Kharif     ,Cotton(lint),71520.0,252407.0
Andhra Pradesh,Kharif     ,Maize,1183.0,4294.0
Andhra Pradesh,Kharif     ,Mango,6529.0,54550.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),514.0,278.0
Andhra Pradesh,Kharif     ,Papaya,657.0,45451.0
Andhra Pradesh,Kharif     ,Pome Granet,4.0,41.0
Andhra Pradesh,Kharif     ,Rice,31764.0,121783.0
Andhra Pradesh,Kharif     ,Urad,3498.0,3585.0
Andhra Pradesh,Rabi       ,Arhar/Tur,10.0,7.0
Andhra Pradesh,Rabi       ,Cotton(lint),651.0,2298.0
Andhra Pradesh,Rabi       ,Gram,50750.0,95867.0
Andhra Pradesh,Rabi       ,Maize,15889.0,127001.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),2274.0,1853.0
Andhra Pradesh,Rabi       ,Rice,73533.0,284132.0
Andhra Pradesh,Rabi       ,Urad,16354.0,14293.0
Andhra Pradesh,Whole Year ,Coconut ,37.0,802000.0
Andhra Pradesh,Whole Year ,Rice,105297.0,405915.0
Andhra Pradesh,Kharif     ,Arhar/Tur,200.0,100.0
Andhra Pradesh,Kharif     ,Cotton(lint),8700.0,20900.0
Andhra Pradesh,Kharif     ,Maize,100.0,100.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),300.0,100.0
Andhra Pradesh,Kharif     ,Rice,48700.0,127600.0
Andhra Pradesh,Rabi       ,Arhar/Tur,500.0,100.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),6300.0,1900.0
Andhra Pradesh,Rabi       ,Rice,182100.0,544600.0
Andhra Pradesh,Rabi       ,Urad,5400.0,2600.0
Andhra Pradesh,Kharif     ,Arhar/Tur,600.0,400.0
Andhra Pradesh,Kharif     ,Cotton(lint),7100.0,5600.0
Andhra Pradesh,Kharif     ,Maize,100.0,200.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),400.0,200.0
Andhra Pradesh,Kharif     ,Rice,44700.0,133400.0
Andhra Pradesh,Kharif     ,Urad,100.0,100.0
Andhra Pradesh,Rabi       ,Arhar/Tur,200.0,100.0
Andhra Pradesh,Rabi       ,Maize,100.0,100.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),6600.0,1700.0
Andhra Pradesh,Rabi       ,Rice,183300.0,542300.0
Andhra Pradesh,Rabi       ,Urad,5900.0,3900.0
Andhra Pradesh,Kharif     ,Cotton(lint),4636.0,7663.0
Andhra Pradesh,Kharif     ,Maize,21.0,60.0
Andhra Pradesh,Kharif     ,Masoor,652.0,280.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),434.0,308.0
Andhra Pradesh,Kharif     ,Rice,45768.0,136695.0
Andhra Pradesh,Kharif     ,Urad,141.0,86.0
Andhra Pradesh,Rabi       ,Gram,120.0,133.0
Andhra Pradesh,Rabi       ,Masoor,391.0,168.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),6804.0,2715.0
Andhra Pradesh,Rabi       ,Rice,152441.0,407231.0
Andhra Pradesh,Rabi       ,Urad,14714.0,9726.0
Andhra Pradesh,Kharif     ,Arhar/Tur,2063.0,1143.0
Andhra Pradesh,Kharif     ,Cotton(lint),7628.0,14403.0
Andhra Pradesh,Kharif     ,Maize,51.0,133.0
Andhra Pradesh,Kharif     ,Moong(Green Gram),943.0,419.0
Andhra Pradesh,Kharif     ,Rice,55041.0,171563.0
Andhra Pradesh,Kharif     ,Urad,456.0,27.0
Andhra Pradesh,Rabi       ,Arhar/Tur,894.0,495.0
Andhra Pradesh,Rabi       ,Gram,654.0,1555.0
Andhra Pradesh,Rabi       ,Maize,273.0,1470.0
Andhra Pradesh,Rabi       ,Moong(Green Gram),4682.0,1522.0
Andhra Pradesh,Rabi       ,Rice,132867.0,367510.0
Andhra Pradesh,Rabi       ,Urad,28763.0,23125.0
Andhra Pradesh,Whole Year ,Banana,567.0,8154.0
Andhra Pradesh,Whole Year ,Coconut ,422.0,4516050.0
Andhra Pradesh,Kharif     ,Arhar/Tur,643.0,375.0
Andhra Pradesh,Kharif     ,Cotton(lint),6553.0,17115.0
Andhra Pradesh,Kharif     ,Maize,98.0,262.0
